red_fighter_name,blue_fighter_name,event_date,red_fighter_result,blue_fighter_result,fight_outcome,method,round,time,bout_type,event_name,event_location,source_url,source_title
Ermil Xhaferi,Aaron Johnson,2024-03-30,W,L,red_win,Submission (rear-naked choke),1,2:10,Catchweight (160 lb) Bout,Cage Warriors 169: London,"Indigo at the O2, London , England",https://en.wikipedia.org/wiki/2024_in_Cage_Warriors#Cage_Warriors_169,2024 in Cage Warriors
Amir Malekpour,Tom Creasey,2024-03-30,W,L,red_win,"Decision (majority) (29–27, 30–26, 28–28)",3,5:00,Flyweight Bout,Cage Warriors 169: London,"Indigo at the O2, London , England",https://en.wikipedia.org/wiki/2024_in_Cage_Warriors#Cage_Warriors_169,2024 in Cage Warriors
Tommy Brunning,Kevin Simon Cesari,2024-03-30,W,L,red_win,TKO (punches),1,2:23,Bantamweight Bout,Cage Warriors 169: London,"Indigo at the O2, London , England",https://en.wikipedia.org/wiki/2024_in_Cage_Warriors#Cage_Warriors_169,2024 in Cage Warriors
Shaun Fraser,Tariq Pell,2024-03-30,W,L,red_win,"Decision (unanimous) (29–28, 30–27, 30–27)",3,5:00,Lightweight Bout,Cage Warriors 169: London,"Indigo at the O2, London , England",https://en.wikipedia.org/wiki/2024_in_Cage_Warriors#Cage_Warriors_169,2024 in Cage Warriors
Mariusz Mikołajewski,Joshua Onwordi,2024-03-30,W,L,red_win,KO (flying knee),1,2:10,Welterweight Bout,Cage Warriors 169: London,"Indigo at the O2, London , England",https://en.wikipedia.org/wiki/2024_in_Cage_Warriors#Cage_Warriors_169,2024 in Cage Warriors
Jawany Scott,Jean Matos,2024-03-30,W,L,red_win,Submission (rear-naked choke),2,1:08,Flyweight Bout,Cage Warriors 169: London,"Indigo at the O2, London , England",https://en.wikipedia.org/wiki/2024_in_Cage_Warriors#Cage_Warriors_169,2024 in Cage Warriors
James Sheehan,Daniel Konrad,2024-04-06,W,L,red_win,Technical Submission (arm-triangle choke),4,4:27,Welterweight Bout,Cage Warriors 170: Dublin,"Shelbourne Hall, Dublin , Ireland",https://en.wikipedia.org/wiki/2024_in_Cage_Warriors#Cage_Warriors_170,2024 in Cage Warriors
Paul Hughes,Fabiano Silva,2024-04-06,W,L,red_win,TKO (knee and elbows),1,4:37,Catchweight (160 lb) Bout,Cage Warriors 170: Dublin,"Shelbourne Hall, Dublin , Ireland",https://en.wikipedia.org/wiki/2024_in_Cage_Warriors#Cage_Warriors_170,2024 in Cage Warriors
Ger Harris,Gregory Wamytan,2024-04-06,W,L,red_win,Submission (guillotine choke),1,3:32,Flyweight Bout,Cage Warriors 170: Dublin,"Shelbourne Hall, Dublin , Ireland",https://en.wikipedia.org/wiki/2024_in_Cage_Warriors#Cage_Warriors_170,2024 in Cage Warriors
Decky McAleenan,Ville Mankinen,2024-04-06,W,L,red_win,TKO (punches),2,4:22,Featherweight Bout,Cage Warriors 170: Dublin,"Shelbourne Hall, Dublin , Ireland",https://en.wikipedia.org/wiki/2024_in_Cage_Warriors#Cage_Warriors_170,2024 in Cage Warriors
Rory Evans,Taka Mhandu,2024-04-06,W,L,red_win,TKO (punches),2,2:23,Bantamweight Bout,Cage Warriors 170: Dublin,"Shelbourne Hall, Dublin , Ireland",https://en.wikipedia.org/wiki/2024_in_Cage_Warriors#Cage_Warriors_170,2024 in Cage Warriors
Solomon Simon,Ieuan Mackenzie,2024-04-06,W,L,red_win,Submission (rear-naked choke),2,4:59,Featherweight Bout,Cage Warriors 170: Dublin,"Shelbourne Hall, Dublin , Ireland",https://en.wikipedia.org/wiki/2024_in_Cage_Warriors#Cage_Warriors_170,2024 in Cage Warriors
Scott Harvey,Enrico Di Gangi,2024-04-06,W,L,red_win,"Decision (unanimous) (29–28, 29–28, 30–27)",3,5:00,Bantamweight Bout,Cage Warriors 170: Dublin,"Shelbourne Hall, Dublin , Ireland",https://en.wikipedia.org/wiki/2024_in_Cage_Warriors#Cage_Warriors_170,2024 in Cage Warriors
Ryan Shelley,Kallum Parker,2024-04-06,W,L,red_win,"Decision (unanimous) (29–28, 29–28, 30–27)",3,5:00,Featherweight Bout,Cage Warriors 170: Dublin,"Shelbourne Hall, Dublin , Ireland",https://en.wikipedia.org/wiki/2024_in_Cage_Warriors#Cage_Warriors_170,2024 in Cage Warriors
Eimear Darcy,Jenny Line,2024-04-06,W,L,red_win,TKO (punches),2,0:58,Women's Flyweight Bout,Cage Warriors 170: Dublin,"Shelbourne Hall, Dublin , Ireland",https://en.wikipedia.org/wiki/2024_in_Cage_Warriors#Cage_Warriors_170,2024 in Cage Warriors
Ciaran Brady,Tomasz Zdanowski,2024-04-06,W,L,red_win,Submission (rear-naked choke),1,3:05,Bantamweight Bout,Cage Warriors 170: Dublin,"Shelbourne Hall, Dublin , Ireland",https://en.wikipedia.org/wiki/2024_in_Cage_Warriors#Cage_Warriors_170,2024 in Cage Warriors
Dara Ward,Ben Petches-Kelly,2024-04-06,W,L,red_win,Submission (rear-naked choke),1,2:44,Welterweight Bout,Cage Warriors 170: Dublin,"Shelbourne Hall, Dublin , Ireland",https://en.wikipedia.org/wiki/2024_in_Cage_Warriors#Cage_Warriors_170,2024 in Cage Warriors
Matthew Elliott,Valentino Riva,2024-04-06,W,L,red_win,Submission (arm-triangle choke),2,1:06,Featherweight Bout,Cage Warriors 170: Dublin,"Shelbourne Hall, Dublin , Ireland",https://en.wikipedia.org/wiki/2024_in_Cage_Warriors#Cage_Warriors_170,2024 in Cage Warriors
Jennifer Trioreau,Sinéadh Ní Nualláin,2024-04-06,W,L,red_win,"Decision (split) (29–28, 28–29, 30–27)",3,5:00,Catchweight (120 lb) Bout,Cage Warriors 170: Dublin,"Shelbourne Hall, Dublin , Ireland",https://en.wikipedia.org/wiki/2024_in_Cage_Warriors#Cage_Warriors_170,2024 in Cage Warriors
Jamie Abbott-Bissett,Paweł Jezierski,2024-04-06,W,L,red_win,TKO (punches),2,2:03,Flyweight Bout,Cage Warriors 170: Dublin,"Shelbourne Hall, Dublin , Ireland",https://en.wikipedia.org/wiki/2024_in_Cage_Warriors#Cage_Warriors_170,2024 in Cage Warriors
Dumitru Girlean,Chris Bungard,2024-04-20,W,L,red_win,Submission (guillotine choke),2,3:47,Lightweight Bout,Cage Warriors 171: Glasgow,"Braehead Arena, Glasgow , Scotland",https://en.wikipedia.org/wiki/2024_in_Cage_Warriors#Cage_Warriors_171,2024 in Cage Warriors
Cameron Else,Reece McEwan,2024-04-20,W,L,red_win,"Decision (split) (29–28, 28–29, 29–28)",3,5:00,Bantamweight Bout,Cage Warriors 171: Glasgow,"Braehead Arena, Glasgow , Scotland",https://en.wikipedia.org/wiki/2024_in_Cage_Warriors#Cage_Warriors_171,2024 in Cage Warriors
Sean Clancy Jr.,Lucas Rodrigues,2024-04-20,W,L,red_win,TKO (elbows),2,4:04,Welterweight Bout,Cage Warriors 171: Glasgow,"Braehead Arena, Glasgow , Scotland",https://en.wikipedia.org/wiki/2024_in_Cage_Warriors#Cage_Warriors_171,2024 in Cage Warriors
Aidan Stephen,Gianluca Scottoli,2024-04-20,W,L,red_win,"Decision (unanimous) (29–28, 30–27, 30–27)",3,5:00,Bantamweight Bout,Cage Warriors 171: Glasgow,"Braehead Arena, Glasgow , Scotland",https://en.wikipedia.org/wiki/2024_in_Cage_Warriors#Cage_Warriors_171,2024 in Cage Warriors
Nicolas Leblond,Scott Malone,2024-04-20,W,L,red_win,TKO (punches),3,1:27,Flyweight Bout,Cage Warriors 171: Glasgow,"Braehead Arena, Glasgow , Scotland",https://en.wikipedia.org/wiki/2024_in_Cage_Warriors#Cage_Warriors_171,2024 in Cage Warriors
Keir Harvie,Kaique Modesto,2024-04-20,W,L,red_win,"Decision (unanimous) (30–27, 30–27, 30–26)",3,5:00,Bantamweight Bout,Cage Warriors 171: Glasgow,"Braehead Arena, Glasgow , Scotland",https://en.wikipedia.org/wiki/2024_in_Cage_Warriors#Cage_Warriors_171,2024 in Cage Warriors
Jan Quaeyhaegens,Konstantinos Ntelis,2024-04-20,W,L,red_win,Submission (rear-naked choke),2,4:11,Lightweight Bout,Cage Warriors 171: Glasgow,"Braehead Arena, Glasgow , Scotland",https://en.wikipedia.org/wiki/2024_in_Cage_Warriors#Cage_Warriors_171,2024 in Cage Warriors
Paull McBain,Alberth Dias,2024-04-20,W,L,red_win,TKO (corner stoppage),2,5:00,Featherweight Bout,Cage Warriors 171: Glasgow,"Braehead Arena, Glasgow , Scotland",https://en.wikipedia.org/wiki/2024_in_Cage_Warriors#Cage_Warriors_171,2024 in Cage Warriors
Daan Duijs,Jack Eglin,2024-04-20,W,L,red_win,"Decision (split) (29–28, 28–29, 29–27)",3,5:00,Bantamweight Bout,Cage Warriors 171: Glasgow,"Braehead Arena, Glasgow , Scotland",https://en.wikipedia.org/wiki/2024_in_Cage_Warriors#Cage_Warriors_171,2024 in Cage Warriors
Jordan Little,Jordan Stronge,2024-04-20,W,L,red_win,"Decision (split) (29–28, 28–29, 29–28)",3,5:00,Lightweight Bout,Cage Warriors 171: Glasgow,"Braehead Arena, Glasgow , Scotland",https://en.wikipedia.org/wiki/2024_in_Cage_Warriors#Cage_Warriors_171,2024 in Cage Warriors
Nell Ariano,Jamie MacDonald,2024-04-20,W,L,red_win,TKO (punches),2,3:45,Light Heavyweight Bout,Cage Warriors 171: Glasgow,"Braehead Arena, Glasgow , Scotland",https://en.wikipedia.org/wiki/2024_in_Cage_Warriors#Cage_Warriors_171,2024 in Cage Warriors
Michael Blair,Dec Dean,2024-04-20,W,L,red_win,"Decision (unanimous) (30–27, 30–27, 30–26)",3,5:00,Lightweight Bout,Cage Warriors 171: Glasgow,"Braehead Arena, Glasgow , Scotland",https://en.wikipedia.org/wiki/2024_in_Cage_Warriors#Cage_Warriors_171,2024 in Cage Warriors
Igor Wojtas,Ronal Siahaan,2024-04-20,W,L,red_win,"Decision (unanimous) (30–27, 30–27, 30–27)",3,5:00,Flyweight Bout,Cage Warriors 171: Glasgow,"Braehead Arena, Glasgow , Scotland",https://en.wikipedia.org/wiki/2024_in_Cage_Warriors#Cage_Warriors_171,2024 in Cage Warriors
Iain Postlethwaite,Pav Singh Sahota,2024-04-20,W,L,red_win,"Decision (unanimous) (30–27, 30–27, 30–27)",3,5:00,Bantamweight Bout,Cage Warriors 171: Glasgow,"Braehead Arena, Glasgow , Scotland",https://en.wikipedia.org/wiki/2024_in_Cage_Warriors#Cage_Warriors_171,2024 in Cage Warriors
Khadim Dia,Mush Aslani,2024-04-20,W,L,red_win,"Decision (unanimous) (29–28, 29–28, 29–28)",3,5:00,Welterweight Bout,Cage Warriors 171: Glasgow,"Braehead Arena, Glasgow , Scotland",https://en.wikipedia.org/wiki/2024_in_Cage_Warriors#Cage_Warriors_171,2024 in Cage Warriors
Cornellius Aritonang,Thomas Hepburn,2024-04-20,W,L,red_win,Submission (rear-naked choke),1,1:05,Featherweight Bout,Cage Warriors 171: Glasgow,"Braehead Arena, Glasgow , Scotland",https://en.wikipedia.org/wiki/2024_in_Cage_Warriors#Cage_Warriors_171,2024 in Cage Warriors
Harry Hardwick,Orlando Wilson Prins,2024-05-25,W,L,red_win,TKO (punches),2,2:18,Featherweight Bout,Cage Warriors 172: Newcastle,"Vertu Motors Arena, Newcastle , England",https://en.wikipedia.org/wiki/2024_in_Cage_Warriors#Cage_Warriors_172,2024 in Cage Warriors
James Power,Daniel Kolasiński,2024-05-25,W,L,red_win,TKO (punches),2,0:10,Lightweight Bout,Cage Warriors 172: Newcastle,"Vertu Motors Arena, Newcastle , England",https://en.wikipedia.org/wiki/2024_in_Cage_Warriors#Cage_Warriors_172,2024 in Cage Warriors
Kennedy Freeman,Gisele Libânio,2024-05-25,W,L,red_win,KO (punch),3,3:08,Bantamweight Bout,Cage Warriors 172: Newcastle,"Vertu Motors Arena, Newcastle , England",https://en.wikipedia.org/wiki/2024_in_Cage_Warriors#Cage_Warriors_172,2024 in Cage Warriors
Leon Hill,Tommy Hawthorn,2024-05-25,W,L,red_win,Submission (rear-naked choke),2,2:28,Lightweight Bout,Cage Warriors 172: Newcastle,"Vertu Motors Arena, Newcastle , England",https://en.wikipedia.org/wiki/2024_in_Cage_Warriors#Cage_Warriors_172,2024 in Cage Warriors
Chasen Blair,Artūrs Leisāns,2024-05-25,W,L,red_win,Submission (armbar),2,2:12,Lightweight Bout,Cage Warriors 172: Newcastle,"Vertu Motors Arena, Newcastle , England",https://en.wikipedia.org/wiki/2024_in_Cage_Warriors#Cage_Warriors_172,2024 in Cage Warriors
Aiden Lee,Josh Abraham,2024-05-25,W,L,red_win,Submission (rear-naked choke),1,4:46,Lightweight Bout,Cage Warriors 172: Newcastle,"Vertu Motors Arena, Newcastle , England",https://en.wikipedia.org/wiki/2024_in_Cage_Warriors#Cage_Warriors_172,2024 in Cage Warriors
Jack Humphries,João Pedro dos Santos,2024-05-25,W,L,red_win,Submission (rear-naked choke),1,3:00,Bantamweight Bout,Cage Warriors 172: Newcastle,"Vertu Motors Arena, Newcastle , England",https://en.wikipedia.org/wiki/2024_in_Cage_Warriors#Cage_Warriors_172,2024 in Cage Warriors
Michael Tchamou,Joe Ambler,2024-05-25,W,L,red_win,Submission (guillotine choke),1,2:27,Middleweight Bout,Cage Warriors 172: Newcastle,"Vertu Motors Arena, Newcastle , England",https://en.wikipedia.org/wiki/2024_in_Cage_Warriors#Cage_Warriors_172,2024 in Cage Warriors
Joe Fields,Tom Wright,2024-05-25,W,L,red_win,Submission (rear-naked choke),1,1:55,Bantamweight Bout,Cage Warriors 172: Newcastle,"Vertu Motors Arena, Newcastle , England",https://en.wikipedia.org/wiki/2024_in_Cage_Warriors#Cage_Warriors_172,2024 in Cage Warriors
Charles Joyner,Albert Serpeti,2024-05-25,W,L,red_win,KO (knee to the body),1,1:07,Light Heavyweight Bout,Cage Warriors 172: Newcastle,"Vertu Motors Arena, Newcastle , England",https://en.wikipedia.org/wiki/2024_in_Cage_Warriors#Cage_Warriors_172,2024 in Cage Warriors
Jackson Clarke,Faudel Bentayeb,2024-05-25,W,L,red_win,"Decision (unanimous) (29–28, 30–27, 30–26)",3,5:00,Welterweight Bout,Cage Warriors 172: Newcastle,"Vertu Motors Arena, Newcastle , England",https://en.wikipedia.org/wiki/2024_in_Cage_Warriors#Cage_Warriors_172,2024 in Cage Warriors
Jordan O'Neill,Thodoris Serdes,2024-05-25,W,L,red_win,KO (body kick),1,1:18,Middleweight Bout,Cage Warriors 172: Newcastle,"Vertu Motors Arena, Newcastle , England",https://en.wikipedia.org/wiki/2024_in_Cage_Warriors#Cage_Warriors_172,2024 in Cage Warriors
Bruno Souza,Wilson Reis,2024-06-07,W,L,red_win,"Decision (unanimous) (29–28, 29–28, 29–28)",3,5:00,Featherweight Bout,Cage Warriors 173: San Diego,"Sycuan Casino Resort, San Diego, California , United States",https://en.wikipedia.org/wiki/2024_in_Cage_Warriors#Cage_Warriors_173,2024 in Cage Warriors
Javier Garcia,Roberto Hernandez,2024-06-07,W,L,red_win,"Decision (split) (29–28, 28–29, 29–28)",3,5:00,Featherweight Bout,Cage Warriors 173: San Diego,"Sycuan Casino Resort, San Diego, California , United States",https://en.wikipedia.org/wiki/2024_in_Cage_Warriors#Cage_Warriors_173,2024 in Cage Warriors
Damon Wilson,Brandon Carrillo,2024-06-07,W,L,red_win,"Decision (unanimous) (30–27, 30–27, 30–27)",3,5:00,Featherweight Bout,Cage Warriors 173: San Diego,"Sycuan Casino Resort, San Diego, California , United States",https://en.wikipedia.org/wiki/2024_in_Cage_Warriors#Cage_Warriors_173,2024 in Cage Warriors
Xavier Vines,Diego Bigelow,2024-06-07,W,L,red_win,"Decision (unanimous) (30–27, 30–27, 30–27)",3,5:00,Featherweight Bout,Cage Warriors 173: San Diego,"Sycuan Casino Resort, San Diego, California , United States",https://en.wikipedia.org/wiki/2024_in_Cage_Warriors#Cage_Warriors_173,2024 in Cage Warriors
Magomed Bayduev,James Settle,2024-06-07,W,L,red_win,Submission (rear-naked choke),2,3:52,Bantamweight Bout,Cage Warriors 173: San Diego,"Sycuan Casino Resort, San Diego, California , United States",https://en.wikipedia.org/wiki/2024_in_Cage_Warriors#Cage_Warriors_173,2024 in Cage Warriors
Sean Rose,Chadricc Kindle,2024-06-07,W,L,red_win,TKO (punches),1,2:04,Heavyweight Bout,Cage Warriors 173: San Diego,"Sycuan Casino Resort, San Diego, California , United States",https://en.wikipedia.org/wiki/2024_in_Cage_Warriors#Cage_Warriors_173,2024 in Cage Warriors
Anthony DeSilva,Joseph Perez,2024-06-07,W,L,red_win,KO (punch),1,2:43,Lightweight Bout,Cage Warriors 173: San Diego,"Sycuan Casino Resort, San Diego, California , United States",https://en.wikipedia.org/wiki/2024_in_Cage_Warriors#Cage_Warriors_173,2024 in Cage Warriors
Chris Owen,Ilias Faquiri,2024-06-07,NC,NC,no_contest,No Contest (accidental groin kick),2,1:30,Catchweight (198 lb) Bout,Cage Warriors 173: San Diego,"Sycuan Casino Resort, San Diego, California , United States",https://en.wikipedia.org/wiki/2024_in_Cage_Warriors#Cage_Warriors_173,2024 in Cage Warriors
Shirzad Qadrian,Alexander Lööf,2024-07-20,W,L,red_win,"Decision (split) (29–28, 27–30, 30–27)",3,5:00,Bantamweight Bout,Cage Warriors 174: London,"Indigo at The O2, London , England",https://en.wikipedia.org/wiki/2024_in_Cage_Warriors#Cage_Warriors_174,2024 in Cage Warriors
Jordan Vucenic,Adrian Kępa,2024-07-20,W,L,red_win,Submission (guillotine choke),1,1:22,Catchweight (159 lb) Bout,Cage Warriors 174: London,"Indigo at The O2, London , England",https://en.wikipedia.org/wiki/2024_in_Cage_Warriors#Cage_Warriors_174,2024 in Cage Warriors
Jawany Scott,Ger Harris,2024-07-20,W,L,red_win,"Decision (split) (29–28, 28–29, 30–27)",3,5:00,Flyweight Bout,Cage Warriors 174: London,"Indigo at The O2, London , England",https://en.wikipedia.org/wiki/2024_in_Cage_Warriors#Cage_Warriors_174,2024 in Cage Warriors
James Webb,Adam Biegański,2024-07-20,W,L,red_win,"Decision (unanimous) (29–28, 29–28, 30–27)",3,5:00,Light Heavyweight Bout,Cage Warriors 174: London,"Indigo at The O2, London , England",https://en.wikipedia.org/wiki/2024_in_Cage_Warriors#Cage_Warriors_174,2024 in Cage Warriors
Nik Bagley,Ryan Shelley,2024-07-20,W,L,red_win,Submission (rear-naked choke),1,2:28,Featherweight Bout,Cage Warriors 174: London,"Indigo at The O2, London , England",https://en.wikipedia.org/wiki/2024_in_Cage_Warriors#Cage_Warriors_174,2024 in Cage Warriors
Milad Ahady,Thomas Paull,2024-07-20,W,L,red_win,"Decision (unanimous) (30–27, 30–27, 30–27)",3,5:00,Featherweight Bout,Cage Warriors 174: London,"Indigo at The O2, London , England",https://en.wikipedia.org/wiki/2024_in_Cage_Warriors#Cage_Warriors_174,2024 in Cage Warriors
Jimmy Quinn,Imad Bouamri,2024-07-20,W,L,red_win,KO (flying knee and punches),1,1:01,Bantamweight Bout,Cage Warriors 174: London,"Indigo at The O2, London , England",https://en.wikipedia.org/wiki/2024_in_Cage_Warriors#Cage_Warriors_174,2024 in Cage Warriors
Rafael Aronov,Jamie Richardson,2024-07-20,W,L,red_win,Submission (arm-triangle choke),2,1:21,Welterweight Bout,Cage Warriors 174: London,"Indigo at The O2, London , England",https://en.wikipedia.org/wiki/2024_in_Cage_Warriors#Cage_Warriors_174,2024 in Cage Warriors
Gheorghe Grozav,Tommy Brunning,2024-07-20,W,L,red_win,Submission (kimura),2,4:13,Bantamweight Bout,Cage Warriors 174: London,"Indigo at The O2, London , England",https://en.wikipedia.org/wiki/2024_in_Cage_Warriors#Cage_Warriors_174,2024 in Cage Warriors
Craig Edwards,Sergio Gavinelli,2024-07-20,W,L,red_win,KO (punches),1,0:47,Welterweight Bout,Cage Warriors 174: London,"Indigo at The O2, London , England",https://en.wikipedia.org/wiki/2024_in_Cage_Warriors#Cage_Warriors_174,2024 in Cage Warriors
Alexander Lööf,Aidan Stephen,2024-07-20,W,L,red_win,"Decision (unanimous) (20–17, 20–17, 20–18)",2,5:00,Bantamweight Bout,Cage Warriors 174: London,"Indigo at The O2, London , England",https://en.wikipedia.org/wiki/2024_in_Cage_Warriors#Cage_Warriors_174,2024 in Cage Warriors
Shirzad Qadrian,Weslley Maia,2024-07-20,W,L,red_win,"Ex. Decision (unanimous) (29–28, 29–28, 29–28)",3,5:00,Bantamweight Bout,Cage Warriors 174: London,"Indigo at The O2, London , England",https://en.wikipedia.org/wiki/2024_in_Cage_Warriors#Cage_Warriors_174,2024 in Cage Warriors
Alessandro Giordano,Michele Martignoni,2024-07-20,W,L,red_win,Submission (guillotine choke),3,4:33,Bantamweight Bout,Cage Warriors 174: London,"Indigo at The O2, London , England",https://en.wikipedia.org/wiki/2024_in_Cage_Warriors#Cage_Warriors_174,2024 in Cage Warriors
Nicolas Leblond,Gerasimos Sioutis,2024-07-20,W,L,red_win,"Decision (unanimous) (30–27, 30–27, 29–28)",3,5:00,Bantamweight Bout,Cage Warriors 174: London,"Indigo at The O2, London , England",https://en.wikipedia.org/wiki/2024_in_Cage_Warriors#Cage_Warriors_174,2024 in Cage Warriors
Rhi Rhi Hudson,Jennifer Trioreau,2024-07-20,W,L,red_win,KO (punches),1,0:13,Women's Strawweight Bout,Cage Warriors 174: London,"Indigo at The O2, London , England",https://en.wikipedia.org/wiki/2024_in_Cage_Warriors#Cage_Warriors_174,2024 in Cage Warriors
Daniel Crooks-May,Jordan Little,2024-07-20,NC,NC,no_contest,No Contest (illegal knee),2,4:04,Lightweight Bout,Cage Warriors 174: London,"Indigo at The O2, London , England",https://en.wikipedia.org/wiki/2024_in_Cage_Warriors#Cage_Warriors_174,2024 in Cage Warriors
Eimear Darcy,Camilla Bergstrøm,2024-07-20,W,L,red_win,TKO (punches),1,2:45,Women's Flyweight Bout,Cage Warriors 174: London,"Indigo at The O2, London , England",https://en.wikipedia.org/wiki/2024_in_Cage_Warriors#Cage_Warriors_174,2024 in Cage Warriors
Giacomo Michelis,Mush Aslani,2024-07-20,W,L,red_win,TKO (punches),2,1:35,Welterweight Bout,Cage Warriors 174: London,"Indigo at The O2, London , England",https://en.wikipedia.org/wiki/2024_in_Cage_Warriors#Cage_Warriors_174,2024 in Cage Warriors
Francesco Mazzeo,Vanderlei Junior,2024-07-20,W,L,red_win,KO (punch),1,0:37,Light Heavyweight Bout,Cage Warriors 174: London,"Indigo at The O2, London , England",https://en.wikipedia.org/wiki/2024_in_Cage_Warriors#Cage_Warriors_174,2024 in Cage Warriors
